words,sentiment_coeff
"mejores,",1.6153408260934896
grandes,1.5250059368990945
papeles,1.4423364612240317
personaje,1.308703130135565
"qui-gon,",-1.0369279033954797
interpretado,1.1629254543824892
por,1.346994632371074
"neeson,",-1.0778596966709129
joven,1.327311998664858
aprendiz,1.5383941112550188
hecho,1.3819390740437956
hay,1.4166289256336426
"irritan,",1.5034678729084487
"binks,",-1.016188815532005
aunque,1.3521751547049308
se,1.3901364814770294
vuelve,1.5871338273714353
importante,1.8063125329348273
después,2.330045963060225
"todo,",1.5698817754050207
hubiera,1.0904781504857266
sido,1.4687176552617576
descartarlo,1.3868072390416049
efectos,1.488420235657428
especiales,1.5392870661108955
pasar,1.3927880669195716
años,1.4514020573057265
envejecieron,1.335741644324171
mal,1.7901696402091423
algunas,1.4178120614944745
"escenas,",1.3640138578459282
narrativa,1.8530274644870839
siente,1.6381174241209047
varias,1.9934769709894546
ocasiones,1.4659300808549005
"lenta,",1.1675440693314532
mejora,1.3652107264371873
mitad,1.4764750081052014
su,1.5861687166211247
"originalidad,",1.406517173014771
cierto,1.696575004608604
ideas,-1.0879513663020595
estan,1.5018267385527282
bien,1.4688354984265202
ejecutadas,1.3002280568889277
del,1.357416822651129
otras,1.5771018646310861
"si,",1.487978882134483
ejemplo,1.1289699966393736
confilctos,1.1698177492454427
políticos,1.1380095020562304
origen,1.5815026804757633
midiclorianos,1.2951673255141334
creo,1.2833548361120646
mundos,-1.0191138470015362
"increíbles,",1.1073465523181574
lleno,1.2762422297094493
criaturas,1.1469433506492699
sus,1.4365020106371138
culturas,1.2687368262619647
"propositos,",1.2903979472771194
acción,1.6884561183953744
puntos,1.5615457338438308
fuertes,1.2081025775623937
banda,1.582745116392279
sonora,1.5185558853634957
hace,1.573481969446629
escenas,1.527846313784623
sean,1.5615100594603735
mucho,1.4589911048922795
magnificas,1.1804032896050596
calificación:,-1.3858982120157555
"6,5/10",-1.3055577655519977
lower,-1.1775244691442395
rating,-1.0611612368591428
"dialogues,",-1.3490654817491183
plain,-1.158661747149898
pain,-1.1891920569238488
these,-1.088079184315618
ignoring,-1.4322586246258984
almost-perfect,-1.33906587405152
originals,-1.14315080664212
revenge,-1.0670261428733687
sith,-1.049692406662801
although,-1.1021066468784997
problems,-1.1621597502385472
excruciatingly,-1.3751239046569022
painful,-1.089877782244978
due,-1.001076571043304
held,-1.1571213614450448
towards,-1.0650884121610629
"overall,",-1.1220033023003544
rough,-1.0622988735079806
average,-1.0961223076954663
(that,-1.1999351876621813
end),-1.211058390209911
"me,",-1.200518345370759
it!,-1.097915924232042
shows,-1.1271379742243195
beggining,-1.5009972701301197
bases,-1.130792923596288
come!,-1.2559764689262127
part,-1.1364774196387895
appearance,-1.08880861162797
screen,-1.1175732002464782
under-average,-1.425870953838537
honestly,-1.120526839409553
aspects,-1.16518152136758
positives-,-1.3495458112430174
qui-gonn,-1.2174960809032767
mixed,-1.1074911539437777
-pod,-1.2025577250672717
-final,-1.1907685598246778
(or,-1.0821232250487116
terrible),-1.143953296065529
-jar,-1.0760650812916555
-anakin,-1.0364724135453929
-cinematography,-0.9904944598718902
-politics,-0.9545860450179219
-writing,1.1262838667721093
-gungans,-1.0245071294532262
-dialogue,-0.9967103665609247
-pacing,-1.0209161628900125
-tonal,-1.0690486887706128
inconsistancy,-1.0666640571044497
c,-1.0502181786091112
65%,-1.092189033380319
o,1.2431129804279923
pior,1.5855799491412337
todos,1.446737941450663
tempos,1.1632233900735511
kinda,-1.1004896388762373
i'd,-1.1438909768818344
"5/5,",-1.374406108883685
neesen,-1.1464108655739935
teaming,-1.336700229024922
(one,-1.2090236923056632
sw,-1.1187817279531735
"villains),",-1.257539873033868
extra,-1.1660463085914121
"terrible,",-1.148200544117825
amazing!,-1.1978673752135383
parts,-1.145526448171678
story-telling,-1.193161533359534
manages,-1.0871434464815213
take,-1.1006498609781357
advantage,-1.2558280675173954
ultimate,-1.1381528194730666
plan,-1.085148006286639
starting,-1.2416119017038316
unfold,-1.2642441608897592
villain,-1.1400036722259372
phenomenal!,-1.3023944603829323
foolishness,-1.2582040632290787
smile,-1.1777397312850477
(despite,-1.392339367922825
controversy),-1.3506030250607992
trilogy!,-1.1313378444971522
wildly,-1.2752549005998808
unlikely,-1.2168416732187064
event,-1.182833818537947
read,-1.0816128144597184
this;,-1.3347265339489414
am,-1.0461579334733113
"so,",-1.1301330985518747
sorry,-1.0939145795716976
despised,-1.3370804679035564
grew,-1.1786307062279093
"wars,",-1.0780853133707862
2/3,-1.5195301875593998
theaters,-1.2173358627524975
"80s,",-1.3271622311213895
merely,-1.235400930688418
continuation,-1.139088784756926
exactly,-1.144702362525631
20s,-1.350475155119087
goofy,-1.104346478774333
corny,-1.1217097705103858
couldn't,-1.1541178291907406
admit,-1.1436268460651093
ot,-1.164337336586728
goes,-1.0879362162980446
change,-1.123773591256522
rian,-1.06774241587824
johnson,-1.059177045901471
jj,-1.0751331666095114
abrams,-1.0687163188642341
happen,-1.1787159927290014
tpm,-1.2207475608043328
anyone,-1.1170415992216263
"expecting,",-1.4131867478158653
"seen,",-1.1860050825591748
popcorn,-1.1262603591232987
flick,-1.1497033063630526
middle,-1.0924073619669779
federations,-1.1924709543705856
"blockades,",-1.1643785508638533
"begins,",-1.4414466611670658
innocuous,-1.4032803743948525
huge,-1.0963215533836363
"war,",-1.3189006934096998
difficult,-1.1155807366696997
format,-1.4286649977850618
unthinkable,-1.3314000060202642
1999,-1.1176738467073508
rewatching,-1.116542945195077
children,-1.0975592253557318
renewed,-1.22148442635672
"stiff,",-1.0963928520985224
"wooden,",-1.1219253203074109
"operatic,",-1.131606595373308
"theatrical,",-1.0853013659196613
"place,",-1.1625792220033644
spilling,-1.1809894013819853
gold,-1.1141257086401872
our,-1.0733423235712831
feet,-1.2100525222663026
kicked,-1.1544802390029836
dust,-1.1336240271431606
complaining,-1.240524425951215
leaden,-1.5415780365309055
toys,-1.1596955212522249
f*#k,-1.698644218662147
realize,-1.151519482059778
unpopular,-1.2733444962500218
c'mon,-1.1747349115825945
pod-racing,-1.1771922569414397
memorable,-1.104772540838639
else,-1.1217657163065193
lucas?,-1.2455554448344428
playing,-1.096348459253352
disaster,-1.1602344717851638
lukas's,-1.4964098418042682
editing,-1.06226431963638
&,-1.0418202472275726
directing,-1.1141733822238111
tension-less,-1.6844266108272825
hell,-1.0964263854912784
happened,-1.1202668566718874
mind?,-1.4857073336212474
mysteriously,-1.832356737958404
ridiculous,-1.1896327614000242
"story,",-1.150246471730009
"acting,",-1.1181451519206762
soundtrack,-1.0677966769618137
every,-1.0690394648979764
"portman,",-1.1409109693436463
job,-1.08962178476288
packed,-1.0990628374845204
cool,-1.1294846342664722
could've,-1.0647323423958177
"shorter,",-1.2249708991744337
"edited,",-1.2744834568365708
haven't,-1.1102250795523005
aged,-1.0910887527612703
admirable,-1.3311236863612146
risks,-1.1750419906656286
took,-1.115281881331139
ha,1.495084908604284
gustado,1.2054125163514515
verdad,1.1828001902395924
age,-1.1111473409054518
"well,",-1.0749885229761684
compensates,-1.3426891011964797
flaws,-1.1639471909597425
compeling,-1.1784761155554286
narrative,-1.1010255579682011
promise,-1.2229691319118776
installments,-1.210455473155461
sacrifices,-1.2806645693991532
word,-1.1153718872461198
sequence,-1.0917027292933872
disappointing,-1.1351053306609244
forgot,-1.3929427060165418
till,-1.1021984228700328
recently,-1.0730627572002354
8,-1.0890300069435406
worse,-1.114086993194918
borderline,-1.1648007247138477
cringe,-1.080837943843092
he's,-1.0532794772719833
almost,-1.102214397978114
leader,-1.146338804168776
must,-1.082747657179559
taken,-1.1716368949975964
something,-1.1571284513516624
keep,-1.1149989960332656
laughing,-1.257353155217891
max,-1.2701599429187795
follow,-1.0897666368179564
water,-1.195079813405564
use,-1.0723396843642774
sort,-1.110579269857002
device,-1.2825159760392775
breath,-1.1603210066520273
fetched,-1.421628085345942
i'll,-1.0620890288346554
let,-1.091119005012547
slide,-1.5661650384918746
appear,-1.15570985766854
"capsule,",-1.521874387805389
totally,-1.0716535450020217
dry,-1.2638125203279833
stunned,-1.412169264278325
getting,-1.12742435630771
59,-1.3890331194228576
rt,-1.2676314549898307
guess,-1.1169124273380278
doing,-1.1684448786123547
mushrooms,-1.512568885378436
tv,-1.0698649189818772
exist,-1.2388992546034188
put,-1.1806809252046906
you'll,-1.1222729867101524
"had,",-1.3146492067591355
rather,-1.0541260801986791
kiddy,-1.3204412034513762
and/or,-1.1336940879113266
cringey,-1.1054465107935203
"often,",-1.4323869335370476
politics,-1.064203550741203
didnt,-1.1975133202260735
bother,-1.1321781832946853
76%,-1.9177356554239826
yay,-1.4017346443219159
score!,-1.1207278988067422
(with,-1.0635867848689295
ghastly,-1.1308411381320913
portman),-1.1528071658507064
fine,-1.096789428659898
pander,-1.4158619606149836
infantile,-1.3757052106188883
okay,-1.1606915922726406
since,-1.0995983792439903
vader,-1.0841514980928888
answers,-1.2040083193788096
questions,-1.1279092450879742
slated,-1.4790087839290218
fuck,-1.1992693532809142
"positives,",-1.512319920783293
"scene,",-1.0764467486084448
fights,-1.1055520952951212
(liam,-1.0996403160507144
neeson),-1.1245111125181135
(ewan,-1.160798639416502
mcgregor),-1.1472713710384763
droids,-1.0796446111111526
works,-1.1616455536892991
happening,-1.1936244556534463
"also,",-1.151765085366593
chemistry,-1.0702567947602541
they're,-1.054917778387833
together,-1.1344683006608516
"finally,",-1.2404623072146386
another,-1.0451751287960136
funny,-1.147133525230234
laughs,-1.3365299571862632
"negatives,",-1.6441329161775209
outdated,-1.1710126926902946
greenscreen,-1.232928295336903
"be,",-1.1747146364788503
throughout,-1.090320223983254
fighting,-1.1454762085662973
doors,-1.1143120366260129
camera,-1.0773182622268567
work,-1.1429878221373737
looks,-1.074596217195319
360,-1.5080232537342764
video,-1.0503687135143676
least,-1.06358039246951
enjoyed,-1.1169796093353248
pointless,-1.1049268758710369
remove,-1.3250797616765668
trilogy/,-1.60319460381687
able,-1.138562876193683
understand,-1.1406581322401046
improve,-1.2295309327942268
"all,",-1.132403599447786
brought,-1.1724477743249484
flashy,-1.2061986657726118
tall,-1.1356752299567123
squealing,-1.2280487569763376
buffoon,-1.2239389991443224
"jar,",-1.0876868274360691
actor,-1.0194655703655373
play,-1.115418780775659
would've,-1.103283307609241
managed,-1.1248738126497233
pass,-1.2573381413041398
sloppy,-1.2004650544812656
writing,-1.111365293636907
poorly,-1.0603456742363797
acted,-1.1267821332519747
"scenes,",-1.1279561405449086
",",-1.0150671996495175
"beatiful,",-1.4392868341650236
edition,-1.0700559693365532
magical,-1.1382842660609573
(general),-1.615357942249204
fantasy,-1.0715426766240483
science,-1.1257750804376636
fiction,-1.1074832608148915
"prequels,",-1.1332977526433532
bunch,-1.1040925941703157
"pacing,",-1.069481893154147
coupled,-1.1913767660492895
cardboard,-1.125224605075739
toilet,-1.2312314862631013
"humor,",-1.1055741197771425
poor,-1.091406663163122
hard,-1.089523687346933
sit,-1.1507656984444445
"said,",-1.1761200205765
genuinely,-1.2505068200443006
blend,-1.1357473723001408
(not,-1.090182693906597
"characters),",-1.2958328411669147
worlds,-1.099487991439845
gorgeous,-1.092446129280266
"life,",-1.1285315211802214
pod-race,-1.1270332165825208
monumental,-1.2175858181045631
achievement,-1.0742768440252675
audio,-1.2089460897228475
"oh,",-1.1632767600241087
forget,-1.1416043225672603
naboo??,-1.2952962297483053
annoying?,-1.3145556597804071
oh,-1.0718381790449154
extremely;,-1.3303948945697277
worth,-1.076599890100734
checking,-1.391449182218103
bothered,-1.286694968894965
"fair,",-1.3045325427073446
seem,-1.129155638214678
matter,-1.1358255929721917
comparison,-1.1810035694164736
standard,-1.1419187322525952
started,-1.1091552503098592
"menace,",-1.083320012106441
weakest,-1.1016087933374337
initial,-1.2201431529547837
disappointment,-1.0878650961460263
grown,-1.0958325727032951
years,-1.0963524764315855
"patches,",-1.092665022444313
"subpar,",-1.2712273662518878
there's,-1.0447134268373142
unnecessary,-1.1070880451208234
users,-1.5258324682443578
peak,-1.2325002519033088
era,-1.0553553290334892
wrap,-1.2506840444404796
"""what",-1.2951778722858964
trilogy?,-1.1026001326875192
right?,-1.139140496669364
let's,-1.0914439201326072
throw,-1.1719988391113199
"midichlorians,",-1.2433638331269314
"jarjar,",-1.2824150374464458
racial,-1.1083691458368916
"stereotypes,",-1.0655732566037461
we'll,-1.1322790372668543
printing,-1.141423524726474
"money,",-1.2185656672721337
trust,-1.211375850937261
"""",-1.0365596143880613
"still,",-1.1420056729708594
nostalgia,-1.027105914808508
trip,-1.1926705640718476
rewatch,-1.1582128289135347
enjoyable,-1.153506935827588
bored,-1.168956163591454
confused,-1.1833822674219256
"annoying,",-1.0530630605053704
"stunning,",-1.1544010717844437
comprised,-1.2563065051345685
logically,-1.2039660710473996
thinking,-1.0992553072513316
equipped,-1.2233336223497628
engaging,-1.1650531081186009
smooth,-1.1611546262693992
flowing,-1.3258419373887926
"plot,",-1.0858758140059788
achieves,-1.1988386710115875
"should,",-1.2679414711941823
satisfactory,-1.222739268836049
entertaining,-1.1673678150356306
delivery,-1.2134319815447923
fell,-1.0892716923287524
asleep,-1.1737381471523203
revisiting,-1.4171821851418847
reminded,-1.142513753421243
lucas-style,-1.3775217537705697
cash,-1.1470862894563751
grabs,-1.2195716571372197
unsettled,-1.4651587942922781
sell,-1.1300671554559725
cheap,-1.132150968257852
merchandise,-1.1671129385011094
game,-1.113819650626562
number,-1.1187601425023241
creation,-1.2781272993078543
what's,-1.0728176539210106
gungans?,-1.3511348382069124
scene?,-1.2824769580271755
midichlorians?,-1.2656028435210778
mention,-1.0858253677902518
council,-1.0950831793297156
tried,-1.1217222360654102
achieve,-1.303717095905516
rip,-1.1500361622171094
cluttered,-1.3532735239641616
"writing,",-1.076254557586972
unisteresting,-1.3782450107320328
saved,-1.1457410826262067
finale,-1.0732820516237291
primarily,-1.2269486322812004
kid's,-1.4288190896764532
turn,-1.1486021244833184
brain,-1.1534025284496672
consider,-1.1214664819972933
"foreground,but",-1.7259420653454505
mean,-1.07685708142154
high,-1.0749501931802619
school,-1.0981143307230135
drama-is,-1.393000415450726
"times,",-1.1114693211655746
slows,-1.2131927290715572
left,-1.1704993808554378
wondering,-1.2113286064754316
nabu,1.441346987803573
"ok,",-1.1177931734699615
trying,-1.1326996970193646
create,-1.1017751542425818
accents,-1.2855116679649985
language,-1.1751069175397366
creatures,-1.0763415694927532
main,-1.1381256561292126
verse,-1.4559995111133786
4,-1.0875729929336646
yet,-1.1064836312557103
remember,-1.1225760059711123
win,-1.2090659491496023
large,-1.1239412488603944
planet,-1.1195097296739973
everyone,-1.0538842031336293
week,-1.2369831789341832
newest,-1.1742495598130398
"7,8,",-1.4064748204235376
9,-1.093824176467282
bogged,-1.2254348578426193
"adventure,",-1.140022546645049
grasps,-1.4886496777524105
attention,-1.129100604516057
certain,-1.0976568379178964
lasting,-1.1879128129942451
impression,-1.2295498064124626
cheesy,-1.1142671500339338
written,-1.1063320025796055
ugggh,-1.88114842918678
midicholrians,-1.2340749991846391
"nonsense,",-1.2098617128848776
podracing,-1.1000166410973164
passes,-1.2377022871311134
gungan,-1.2010218819178078
nailed,-1.186177034330478
"soundtracks,",-1.232228503507112
fx,-1.1173391581784908
perfect,-1.1328306703377011
finish,-1.1288465255341311
folks,-1.389108781770602
positives:,-1.7104071344306122
"great,",-1.1832860260689901
confrontation,-1.188844187108468
nearly,-1.1393593697851108
suffers,-1.0644524306002972
watto,-1.2153508263254462
negatives:,-1.1640669969465334
mumbo,-1.1112960558987308
"jumbo,",-1.1967940884687562
weakened,-1.5329572841799919
theming,-1.4721793555415421
long,-1.0933059055342238
unnecessarily,-1.2324069108753797
drawn,-1.1612709573157256
b-,-1.0586395218092477
"why,",-1.2743157930181004
points,-1.0894584509141294
extremely,-1.0841081144527092
cringy,-1.2279409475377339
errors,-1.29284997818194
